summons_number,street_codes,house_number,source_street_name,violation_location,violation_precinct,precinct_borough,violation_location_borough,candidate_method,candidate_boroughs,display_valid_boroughs,validated_boroughs,suggested_borough,status,confidence,validation_method,geosupport_street_names,street_name_similarity,latitude,longitude,candidate_details
5604656707,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604607769,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604560560,74480,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST  176 STREET,0.286,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST  176 STREET""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604549046,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
1489946913,16040|40404|40404,40-36,77 AVE,110,110,Queens,Queens,exact_code_tuple_ranked,Queens|Bronx|Manhattan|Brooklyn|Staten Island,Queens|Bronx|Staten Island,Queens,Queens,review,low,precinct_geosupport_conflict,77 AVENUE,1.0,,,"[{""borough"":""Queens"",""display_ok"":true,""street_names"":[""77 AVENUE"","""",""""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;64;64;00""},{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""BRUSH AVENUE"","""",""""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;64;64;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":["""","""",""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64;64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":["""","""",""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64;64;64""},{""borough"":""Staten Island"",""display_ok"":true,""street_names"":[""ARBUTUS AVENUE"","""",""""],""location_ok"":true,""validation_method"":""address_1e"",""latitude"":""40.533202"",""longitude"":""-74.185632"",""grc"":""01""}]"
5604570801,98200,,NB University Ave @,,0,,,all_boroughs_fallback,Manhattan|Bronx|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WASHINGTON BRIDGE,0.235,,,"[{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WASHINGTON BRIDGE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604631024,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604661338,98200,,NB University Ave @,,0,,,all_boroughs_fallback,Manhattan|Bronx|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WASHINGTON BRIDGE,0.235,,,"[{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WASHINGTON BRIDGE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604496224,74400,,NB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST  174 STREET,0.214,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST  174 STREET""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604641480,74400,,NB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST  174 STREET,0.214,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST  174 STREET""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604642897,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604522004,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604564758,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604516144,98200,,NB University Ave @,,0,,,all_boroughs_fallback,Manhattan|Bronx|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WASHINGTON BRIDGE,0.235,,,"[{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WASHINGTON BRIDGE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604565477,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604535436,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604506394,09660,,EB E 149th St @ Thir,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,AVENUE D,0.174,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""AVENUE D""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604615961,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604611499,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604619711,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604633513,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604537342,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604615535,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604610161,74480,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST  176 STREET,0.286,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST  176 STREET""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604535710,74480,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST  176 STREET,0.286,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST  176 STREET""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
